objectId,ra,dec
ZTF18abarjjg,287.273034,12.75386221
ZTF18abayiau,284.5002349,14.01422227
ZTF18abbdzwg,283.4891887,11.08063121
ZTF18abbeuqj,295.6619816,14.19341942
ZTF18abbnzhu,293.4190478,9.621990486
ZTF18abbtiuj,283.7675465,12.08023341
ZTF18abccpih,283.4902445,11.46747076
ZTF18abcgyon,295.3443248,15.45505041
ZTF18abcgzlr,292.2240442,10.06634578
ZTF18abcsveg,289.7377748,10.48448082
ZTF18abctxmv,291.580628,9.97481185
ZTF18abcublt,293.0346228,9.536440712
ZTF18abdkszv,295.5063103,14.83772696
ZTF18abebexb,285.914251,9.995977539
ZTF18abebogk,286.4472023,10.92906724
ZTF18abfrpwj,287.0134143,14.22165499
ZTF18abfrqdk,286.4946592,11.04291197
ZTF18abgjwhr,285.9076708,8.369927278
ZTF18abgjzkv,282.238667,14.66977951
ZTF18abgybwn,293.6372063,13.11994537
ZTF18abicdgi,293.6300552,9.708020326
ZTF18abjarks,287.9267117,14.20495815
ZTF18abjfrcj,286.9899087,14.76325795
ZTF18abjwfce,287.3858436,14.72340843
ZTF18abkmnmz,286.474308,12.39283744
ZTF18ablarbm,289.7867168,10.94044147
ZTF18abldsgh,295.5811303,12.35731486
ZTF18ablhwdo,281.5314179,14.7137641
ZTF18ablmyoe,285.1801783,10.86963561
ZTF18ablvrmq,293.6430914,12.11910229
ZTF18abmfevr,290.2258281,12.51653077
ZTF18abnpbuq,283.3525623,8.948829528
ZTF18aboqvgq,287.609503,13.46598685
ZTF18abqcmbz,92.48054286,20.55955606
ZTF18abyltco,287.4308243,12.85053708
ZTF18adatrdp,94.74388263,17.76979016
ZTF18adkcykk,287.1493293,12.75239606
ZTF18adkeezt,287.2314554,12.18611143
ZTF18adkgiqx,285.4054183,15.26539402
ZTF19abfldxc,286.0905886,14.54240025
ZTF20aaxmnhi,287.1566485,9.628370364
ZTF20abetfkz,283.2047797,14.11741952
ZTF20abjeuib,284.4320758,11.32629373
ZTF20abjsthv,281.4328626,15.21875825
ZTF20abypioc,285.2826644,11.49101248
ZTF21abbthey,281.8746994,11.36658503
ZTF23aacnpmn,282.477016,10.10032471
ZTF23aapsgog,286.9213235,12.43222167
ZTF17aabrhvu,333.71151,36.94251287
ZTF18aaslfng,281.4658323,14.96539839
ZTF18aawaczm,283.6048467,14.94767093
ZTF18aaxlsxm,286.3671753,12.65027615
ZTF18aaxlsym,285.9525112,10.108531
ZTF18aaxmyfu,282.7745511,14.39452841
ZTF18aaxmzzf,287.076121,9.963415437
ZTF18aaxyufq,287.0108376,12.51175412
ZTF18aaxyuwc,286.4822153,14.49776354
ZTF18aaxyuxd,286.5008071,13.81517365
ZTF18aaxyvdm,287.5538117,12.87937075
ZTF18aaxyvef,287.3185291,12.80436609
ZTF18aaycwjs,288.0402955,8.175132753
ZTF18aaydbdu,285.1472931,9.415960262
ZTF18aaydsgr,282.5922691,8.26004882
ZTF18aaydzyp,288.7803642,15.25369375
ZTF18aayeagf,281.6435558,8.83846515
ZTF18aayecvt,281.8043734,12.43672215
ZTF18aayecwd,281.3198852,12.35799835
ZTF18aayeeav,284.1133517,11.34990892
ZTF18aayeezy,283.8108144,12.15542697
ZTF18aayelsc,282.4932138,10.31068122
ZTF18aayeltb,282.139886,10.14325614
ZTF18aayeluy,282.7543584,10.1085714
ZTF18aayntjg,287.4584309,10.21594711
ZTF18aaynxtu,286.0571436,11.21186307
ZTF18aayoddb,284.2716771,12.74596939
ZTF18aayoemq,285.9497466,14.32588406
ZTF18aayoept,287.6324234,15.19576674
ZTF18aayogkc,283.602787,12.7591066
ZTF18aayoofl,283.5369371,10.9670002
ZTF18aayuxxy,292.6887752,13.4174547
ZTF18aayuxzb,292.1268981,13.20842386
ZTF18aayuzaj,295.5783044,9.993248032
ZTF18aayvcdp,294.0291462,10.53661997
ZTF18aayvgcb,283.5276389,10.64550869
ZTF18aaywcha,286.2649141,9.270844002
ZTF18aazdabi,283.4820373,14.7402853
ZTF18aazeytg,295.3418554,8.59930472
ZTF18aazfead,292.4887315,12.23067565
ZTF18aazlsgh,285.7243319,12.01644152
ZTF18aazlufc,284.1342517,10.99460033
ZTF18aazmvpf,292.753628,9.289281915
ZTF18aazutvb,295.2814187,12.64424762
ZTF18abacobs,292.2661828,11.9929726
ZTF18abaixud,292.7169662,9.500126205
ZTF18abaiyqi,288.3392945,14.52939325
ZTF18abaiyua,286.3629491,11.0065345
ZTF18abajcqf,285.3262995,12.0276958
ZTF18abajxtp,289.852922,11.89849525
ZTF18abcgpie,283.4414565,11.22157748
ZTF18abcnqhy,285.7711293,9.731831734
ZTF18abcsvxe,286.4962915,13.19734857
ZTF18abdocht,286.1962848,11.92782806
ZTF18abebezd,285.9687192,10.49425459
ZTF18abebezh,286.2484012,10.00273275
ZTF18abebgsv,287.9876557,14.37128812
ZTF18abebtlu,294.0437684,15.22420836
ZTF18abfipsp,290.2974502,8.248266375
ZTF18abfjntg,285.791212,15.09480526
ZTF18abfrqfl,285.4948855,12.28991466
ZTF18abgsjue,290.518905,10.53156267
ZTF18abibcsg,290.452486,11.97085625
ZTF18abibsdf,287.360366,14.56887983
ZTF18abibsij,282.3701936,11.17865841
ZTF18abijidb,286.5962668,12.22147718
ZTF18abjfsll,294.9256619,15.11558888
ZTF18abjskee,281.6778762,10.87166072
ZTF18ablixnf,284.0532947,12.84921557
ZTF18abljbkr,285.3926191,12.88262484
ZTF18abljiql,281.8043177,11.56735394
ZTF18ablkrjt,287.3716677,11.87624354
ZTF18ablnodp,287.8370404,12.89593128
ZTF18abojwhc,290.3581248,8.849364548
ZTF18abseege,286.4899281,10.67842836
ZTF18abtnpzp,286.2413573,10.47729859
ZTF18adjspjo,281.5612354,9.248800456
ZTF18adkcloi,284.3946705,13.49076448
ZTF18admxuta,282.7179,10.84470662
ZTF18adqfydz,294.2684206,9.200733382
ZTF19aaduwcv,94.20350252,17.43707311
ZTF19aaimjvk,288.9968627,8.254800056
ZTF19abcwvhz,286.0289112,14.31284929
ZTF19acoyibs,98.22378635,17.37899199
ZTF20aanlcpd,286.5175238,10.54045322
ZTF20abooihh,287.2125816,11.32364532
ZTF21achuvje,288.6148104,12.0933321
ZTF17aadkjbo,93.78797335,21.55553342
ZTF18aavedlq,281.2899623,14.72484286
ZTF18aavyoqg,281.6428197,13.79619589
ZTF18aawacjm,286.3032075,14.92366057
ZTF18aawacmp,281.311619,13.37186163
ZTF18aaxcyqf,289.2207449,12.75079093
ZTF18aaxcyxa,290.5682355,11.45458756
ZTF18aaxjczr,288.4914178,11.56163445
ZTF18aaxmyig,284.5053791,14.97211234
ZTF18aaxpnzy,285.3436434,13.49075692
ZTF18aaxporh,281.8997583,9.533500686
ZTF18aaxysya,288.056118,10.52480575
ZTF18aaxyter,286.4759286,12.92621933
ZTF18aaxyttp,283.1006997,13.86510083
ZTF18aaxyugb,287.3850202,12.57461774
ZTF18aaxyuvh,285.9411744,13.8903987
ZTF18aaxyuwl,286.6435725,13.85238218
ZTF18aayeapz,282.396956,8.665182301
ZTF18aayecxh,281.5401694,12.63046436
ZTF18aayecxo,281.2374005,12.07505447
ZTF18aayeezz,283.4013229,12.27989831
ZTF18aayefda,283.5409555,12.32085306
ZTF18aayegzh,286.4934572,14.44003442
ZTF18aayeijh,281.2145856,10.8876549
ZTF18aayeipa,281.4178237,11.26889353
ZTF18aayejla,283.8562411,11.49261418
ZTF18aayhgaw,288.6362631,15.4389416
ZTF18aaynznq,285.5707092,10.63711096
ZTF18aayodoh,287.1815801,14.49315714
ZTF18aayoezc,285.0133164,11.39567833
ZTF18aayuxza,292.2291119,12.90201802
ZTF18aayvfwg,285.7772024,12.74395961
ZTF18aazdczx,286.1139239,13.4063745
ZTF18aazdnwt,282.6111641,12.17339294
ZTF18aazlvds,281.2970261,12.33024259
ZTF18aazmegr,288.0926994,8.262701157
ZTF18aazslpb,287.8107713,9.493344548
ZTF18aazsoro,288.6541572,12.69285788
ZTF18abaaqgf,286.9238351,10.05430399
ZTF18abaaxjc,285.5395498,9.39279658
ZTF18abacoev,292.2322291,12.57461423
ZTF18abajbiu,285.2006183,11.35039164
ZTF18abaqbzy,286.9455211,10.27947254
ZTF18abarexs,288.7320331,15.46524974
ZTF18abbcyac,285.2991499,10.27106469
ZTF18abbtity,283.7814055,12.15846968
ZTF18abccoqu,281.5665892,13.54066711
ZTF18abccoum,287.4793541,13.37003892
ZTF18abccozn,286.0085773,14.00080091
ZTF18abcgprw,287.1912148,13.53890105
ZTF18abcsvxl,286.0166721,13.03097577
ZTF18abeazod,291.6309887,12.79248174
ZTF18abebhdj,285.2233265,12.6355912
ZTF18abebhdq,285.4022114,12.34653481
ZTF18abecrkz,293.480465,12.67788777
ZTF18abehnbx,292.0693824,12.28826165
ZTF18abfrpxj,287.4945005,14.78371399
ZTF18abgsspn,288.3538045,14.71352597
ZTF18abibtlb,284.9863424,13.84579366
ZTF18abjaqtc,286.4801924,10.39924282
ZTF18abjartt,286.9745008,12.19310309
ZTF18abjffvy,286.5776852,8.714476906
ZTF18abjfijd,284.5875576,11.3417852
ZTF18abjfsli,295.437781,15.17438863
ZTF18abkmtbb,284.3124616,11.42256917
ZTF18ablivng,284.4110577,10.28289371
ZTF18ablmyyy,287.3219226,11.86370847
ZTF18abloovw,283.8408581,12.43673296
ZTF18ablqujh,282.6774258,15.22527235
ZTF18abrvbeb,287.9903095,13.83697307
ZTF18adjzoex,282.1585351,12.83806
ZTF18adkcmkr,286.9082369,14.69935748
ZTF18adkcmoy,285.0708263,14.86171389
ZTF18adkcykj,286.9594779,12.84542027
ZTF18adkeezu,287.3869929,12.66810853
ZTF18adlfpli,285.9907673,9.371842146
ZTF19aagjdwb,286.2547473,10.83040174
ZTF19aapwrzm,285.792852,9.603409518
ZTF19aawlrcp,285.5092284,11.9186511
ZTF19addhnjg,288.8643937,12.6002515
ZTF19adiwqef,287.1362249,8.552048203
ZTF20aamlhib,292.97422,12.18999649
ZTF20aavtcsx,288.1683687,9.027070165
ZTF22aaijslo,286.2917597,11.51300414
ZTF17aacskxh,98.14108334,22.62747322
ZTF17aadsttd,94.26341368,20.14822042
ZTF18aaaanas,93.1741245,19.70647334
ZTF18aaphzzy,96.85159189,16.22490733
ZTF18aawacnp,282.5252547,13.04601063
ZTF18aawacof,282.6328525,13.26447616
ZTF18aawacoi,282.0827024,12.76658038
ZTF18aawacoj,282.5325989,13.22900768
ZTF18aawadcc,283.7051897,15.02622937
ZTF18aawsprc,285.6680502,9.36225933
ZTF18aaxcytx,293.5998004,15.47430386
ZTF18aaxddkx,284.149265,15.47902046
ZTF18aaxjcxd,285.2099288,9.205685495
ZTF18aaxjdtm,289.0238968,13.20864962
ZTF18aaxltnx,287.2472019,13.14114123
ZTF18aaxnaup,284.1045857,13.42472248
ZTF18aaxpogn,285.9483866,12.22871786
ZTF18aaxpolg,284.4408469,12.36661154
ZTF18aaxykrl,285.1936504,9.646703966
ZTF18aaxythu,286.683381,11.64526366
ZTF18aaxyuem,284.0348719,12.95004823
ZTF18aaxyuvx,286.236622,14.34672195
ZTF18aaydfzu,284.4542771,14.89528398
ZTF18aayeafe,288.9383851,14.17986719
ZTF18aayeany,282.3120322,8.372817119
ZTF18aayecxd,281.3457327,12.11022976
ZTF18aayelqk,282.8307704,10.74102166
ZTF18aayhflx,292.9623393,15.17495831
ZTF18aayhgaf,288.4936008,15.28226803
ZTF18aayhimn,285.2905447,9.180321257
ZTF18aaynxtv,286.6485573,11.02516824
ZTF18aaynzoo,285.4504593,10.73108816
ZTF18aayuqdw,287.6367131,8.859692881
ZTF18aazfedh,292.2779958,10.21368641
ZTF18aazlspr,285.7706674,14.57752234
ZTF18aazmfjk,285.4165978,15.43305157
ZTF18aazuvbq,285.5719269,11.15832947
ZTF18aazvdjs,292.1588668,8.871520019
ZTF18ababuml,283.2967687,11.00944205
ZTF18abajzqv,288.4079631,13.55712486
ZTF18abarcsa,284.4731938,10.16365689
ZTF18abaygfq,283.2071883,15.44135764
ZTF18abayjdo,286.3811998,9.575205048
ZTF18abcswmt,285.0426109,14.90787024
ZTF18abcttux,288.8874987,14.81233074
ZTF18abdoqng,285.453081,13.31321468
ZTF18abebcrz,286.3535738,12.83561474
ZTF18abebfsp,286.9184349,11.16240975
ZTF18abebidh,288.7125995,15.26714812
ZTF18abebjbw,286.2058187,12.4915307
ZTF18abeesfq,285.3317775,15.19869549
ZTF18abercuf,286.9959428,11.97024321
ZTF18abfiocv,285.1220474,10.62292575
ZTF18abfxhdt,283.403461,11.32131244
ZTF18abgxpjc,284.6174588,11.19674069
ZTF18abhxikd,285.4382446,10.34994375
ZTF18abicwpg,285.0228393,10.1598291
ZTF18abidhnt,284.4788118,10.63921352
ZTF18abifwxj,287.1009936,10.67517685
ZTF18abjfnky,286.9251003,14.55347296
ZTF18ablifow,287.1454413,13.23805194
ZTF18ablikmc,284.9873473,9.397591303
ZTF18ablmvrt,283.7823252,14.86681878
ZTF18abmdfjb,283.2177217,10.98808806
ZTF18abmfbid,294.0635648,11.54213905
ZTF18abmfflg,295.337122,10.89452612
ZTF18abpmrlg,284.140206,12.63002564
ZTF18abqddjm,290.7210518,12.22224452
ZTF18abxblmq,93.53444389,17.74267646
ZTF18abzgpeq,92.29920753,17.49074476
ZTF18acbvoed,93.54907104,17.81375907
ZTF18adkclon,284.2702996,13.24468245
ZTF18adkcmkm,287.611765,15.16786528
ZTF18adkcxla,286.0391889,12.76650623
ZTF18adkwcnn,284.329297,11.33664458
ZTF18adkwdls,287.2070043,12.77427515
ZTF18adqfzue,292.1957747,11.92899585
ZTF19aamrevb,287.2478554,12.8356532
ZTF19abcpqbu,281.7302464,13.36841862
ZTF19acausjc,92.38652959,15.87791989
ZTF20aazltok,283.698976,11.06641882
ZTF20abrjzxx,283.4232147,14.45478977
ZTF20acmxbww,282.2510175,11.17988518
ZTF17aacmpbs,93.41230487,21.74269532
ZTF17aadevea,91.92248949,18.59482031
ZTF17aadsrzu,96.70895953,19.8888328
ZTF18aauemkp,286.1193291,15.23508025
ZTF18aawcdcq,288.1633009,13.35599387
ZTF18aawkrub,282.8771419,14.02216749
ZTF18aawsnpn,290.299956,10.94659812
ZTF18aaxaleb,287.1138943,14.10039921
ZTF18aaxaoau,284.1669378,12.98547967
ZTF18aaxaobu,282.7725205,13.40625896
ZTF18aaxddku,284.5698783,15.11177972
ZTF18aaxphpc,288.0129299,12.76067912
ZTF18aaxpopu,288.2488894,12.32542094
ZTF18aaxport,285.7189154,14.38384864
ZTF18aaxyuvu,286.4012556,14.35342543
ZTF18aaydzzm,288.4392703,15.10957095
ZTF18aayealv,287.692076,12.33112706
ZTF18aayecvw,281.5447301,12.10014691
ZTF18aayecwl,281.6009665,11.89596185
ZTF18aayedot,285.4245455,11.53891469
ZTF18aayeepo,287.4331361,14.2232445
ZTF18aayefcv,283.1437723,12.64428614
ZTF18aayefjl,288.7909113,15.46930982
ZTF18aayeijn,281.537817,11.17960428
ZTF18aaynzvi,288.1491685,14.04142371
ZTF18aayodhm,284.3905895,11.54325065
ZTF18aayuync,285.296835,10.05365118
ZTF18aayuzac,288.5453374,14.30452688
ZTF18aayvbcp,285.281085,12.62135711
ZTF18aayvcgi,285.200139,11.62010116
ZTF18aayvgbr,283.7859189,9.999003513
ZTF18aaywfom,288.1671294,11.24821185
ZTF18aazazkf,281.3194105,8.102933833
ZTF18aazdlir,281.4734355,12.51142008
ZTF18aazezpn,294.5982244,8.54353485
ZTF18aazmesy,286.1323891,9.000322718
ZTF18aazmgeu,288.5435145,11.22679932
ZTF18aazusbj,283.1358997,12.80205332
ZTF18aazuvbl,285.3647969,11.27933746
ZTF18aazuycw,294.3828103,9.366775345
ZTF18abaclny,294.4227649,10.83181328
ZTF18abajfjh,283.7699222,10.61302385
ZTF18abajjni,283.8909231,12.36093313
ZTF18abardhh,286.6513414,14.5253651
ZTF18abbkpeg,282.5376946,8.576021979
ZTF18abebeye,283.144982,9.048235944
ZTF18abebezi,286.2016064,10.71793352
ZTF18abebfsn,287.2222504,11.45941995
ZTF18abebgvq,288.2469412,13.87412547
ZTF18abebhdr,285.3180624,12.58612192
ZTF18abebjfy,286.4898889,12.51943025
ZTF18abebnae,284.5392643,10.54294113
ZTF18abebnaw,284.7616711,10.05171034
ZTF18abeboej,286.1471239,11.10065064
ZTF18abecdnj,292.7383355,9.576455847
ZTF18abeekff,281.4382109,12.05716379
ZTF18abegkwd,288.4651207,14.20855186
ZTF18abfiqfb,293.0565158,12.03821824
ZTF18abfrpds,286.0138221,10.59276669
ZTF18abfrpxo,287.1200905,15.21888707
ZTF18abgkepq,287.5935143,11.39884157
ZTF18abgubii,356.9777468,32.89573468
ZTF18abgxptw,287.508796,12.9080633
ZTF18abgxyqv,293.1432191,12.39758062
ZTF18abgzgme,285.3325423,12.78473327
ZTF18abicxbf,285.1695903,10.64495895
ZTF18abjnqls,286.0914773,10.71130777
ZTF18abkmldk,286.9032506,12.28606942
ZTF18abkmloa,283.3481778,9.216924411
ZTF18abligcb,286.1283013,10.44046662
ZTF18ablihqv,287.1050758,11.99447293
ZTF18abljsra,282.4558994,11.3590491
ZTF18abmfruu,287.5525151,13.40135343
ZTF18abmphgb,287.4954971,12.29053795
ZTF18abqclig,92.66145296,20.63456762
ZTF18abrsjoi,284.1679805,12.03619318
ZTF18absatwb,287.4888017,12.84988945
ZTF18acdwili,285.2423959,13.10800759
ZTF18adkbayw,285.4859225,9.35720539
ZTF18adkwiau,288.7116674,14.45147745
ZTF19aaoohys,285.3892492,10.30248669
ZTF19aasmvwa,288.3733128,12.50193981
ZTF19aawyuel,282.7209936,14.76853148
ZTF19abnlfxe,283.8946206,13.81997432
ZTF20aanldjl,283.6134674,13.45589957
ZTF20abemfhd,282.6273948,13.39971543
ZTF20acwrntj,286.3839995,10.484046
ZTF21aamaewp,295.4062246,10.02641461
ZTF23abifmux,289.7475752,14.88628623
ZTF17aadstte,94.451848,19.7203693
ZTF18aabubub,93.28947497,22.5106835
ZTF18aawacoh,282.8700369,13.14595324
ZTF18aawadiv,282.7521439,14.1727342
ZTF18aawccxg,281.340561,14.04535917
ZTF18aawkxgl,287.1690368,14.60783473
ZTF18aaxczfr,291.7077322,10.94387549
ZTF18aaxddjd,285.205101,9.670667101
ZTF18aaxddqc,288.2728451,13.40413899
ZTF18aaxnaew,287.6726471,11.61453836
ZTF18aaxnapi,294.9584003,15.09028169
ZTF18aaxnaur,284.1232562,13.15713687
ZTF18aaxytrr,285.3697535,13.47506474
ZTF18aaxytum,285.6694266,12.27760398
ZTF18aaxyuek,284.5714166,13.57296999
ZTF18aaydadl,290.1926578,13.12759073
ZTF18aaydbeb,285.4148295,9.482097644
ZTF18aaydsfn,282.7827082,8.181172298
ZTF18aaydzkz,284.1298496,8.62963664
ZTF18aayebhl,285.177303,12.82275445
ZTF18aayecqh,281.2849663,9.298095253
ZTF18aayelrp,282.1415265,10.57232906
ZTF18aayhina,285.6917543,9.626731178
ZTF18aaynzvp,288.4763746,13.76334336
ZTF18aayoapr,287.8733936,15.22272694
ZTF18aayoasd,283.1497422,9.256433628
ZTF18aayozxu,291.5490106,14.29033598
ZTF18aayvcem,294.5671226,10.11157764
ZTF18aayvcen,294.5947756,10.12612859
ZTF18aayvhdc,293.1395975,9.45895688
ZTF18aazdcwa,285.6415381,13.27884058
ZTF18aazfddg,293.5078207,8.771878885
ZTF18aazfekp,292.6950415,8.10511837
ZTF18aazlqjp,285.161191,13.24548943
ZTF18aazmegj,288.5267351,8.73577046
ZTF18aazmvfp,288.6600276,14.3861943
ZTF18ababolm,282.5830512,12.58368571
ZTF18abacssy,295.634879,13.38087519
ZTF18abayiax,284.3603257,13.81931491
ZTF18abbnkyo,287.2217034,12.50208469
ZTF18abbnnem,289.7997263,15.46785958
ZTF18abcnpjd,285.7705898,14.91918749
ZTF18abcofka,294.7110299,11.25170654
ZTF18abcvzpb,288.5185943,13.13079925
ZTF18abdkteu,294.3603869,12.34502304
ZTF18abdochk,283.5083595,9.280710771
ZTF18abebexh,286.1897805,10.65720149
ZTF18abebfsw,286.9375778,10.86855002
ZTF18abebwsb,287.6129189,15.33188936
ZTF18abfioao,283.8307943,9.200526958
ZTF18abfxhkg,282.7262336,10.8802045
ZTF18abhejtr,285.2871627,9.982952847
ZTF18abibscz,287.7293712,14.48463988
ZTF18abibtqz,285.0390843,14.57564266
ZTF18abicyys,286.0496087,12.05410905
ZTF18ablimlb,285.3434931,11.13003842
ZTF18abmdebh,295.57112,10.2291865
ZTF18abnpggt,295.4801938,13.50804354
ZTF18abujeag,91.91565567,15.40951894
ZTF18abywasq,287.0851894,14.92154753
ZTF18aczwkjn,96.83077126,21.51901435
ZTF18adbjzut,96.3129958,20.13922882
ZTF18adjsouo,281.4369639,8.468049261
ZTF18adjsouz,281.6363396,8.843532055
ZTF18adjzozs,287.6717098,13.97539733
ZTF18adkcmkj,287.2139676,14.83408531
ZTF18adkwula,295.3611846,13.14908839
ZTF18admsjti,293.1266643,12.51848162
ZTF18adqfyrh,294.2330822,8.426081642
ZTF19aadotwv,264.0851947,8.20903785
ZTF19aasmbfc,292.5312366,13.81226177
ZTF19aavvdfa,287.2900097,9.513445939
ZTF20aazoiyl,281.9370261,12.48956548
ZTF17aaatdqn,93.52667302,18.20558275
ZTF17aacmlho,93.05368701,21.27937343
